id,name,d_seats,id_seats,fe_d_seats,fe_d_ratio,da_rate,dfe_ratio
1101,台泥,15.00 ,5.00 ,4.00 ,0.27,1,1
1102,亞泥,14.00 ,3.00 ,0.00 ,0,0.93,1
1103,嘉泥,7.00 ,3.00 ,1.00 ,0.14,0.95,1
1104,環泥,7.00 ,3.00 ,0.00 ,0,1,1
1108,幸福,7.00 ,3.00 ,2.00 ,0.29,1,1
1109,信大,9.00 ,3.00 ,1.00 ,0.11,0.98,0.33
1110,東泥,10.00 ,3.00 ,1.00 ,0.1,0.98,1
1201,味全,9.00 ,3.00 ,0.00 ,0,0.98,1
1203,味王,15.00 ,3.00 ,1.00 ,0.07,0.75,0.27
1210,大成,11.00 ,3.00 ,0.00 ,0,0.97,0.93
1213,大飲,9.00 ,3.00 ,1.00 ,0.11,0.94,0.33
1215,卜蜂,8.00 ,3.00 ,0.00 ,0,0.9,1
1216,統一,13.00 ,3.00 ,2.00 ,0.15,0.98,1
1217,愛之味,9.00 ,3.00 ,0.00 ,0,0.91,0.78
1218,泰山,8.00 ,3.00 ,1.00 ,0.13,0.99,1
1219,福壽,9.00 ,3.00 ,3.00 ,0.33,0.92,1
1220,台榮,13.00 ,3.00 ,2.00 ,0.17,0.92,0.08
1225,福懋油,9.00 ,3.00 ,2.00 ,0.22,0.86,0.56
1227,佳格,8.00 ,4.00 ,1.00 ,0.13,0.93,1
1229,聯華,10.00 ,3.00 ,1.00 ,0.1,0.94,1
1231,聯華食,9.00 ,3.00 ,2.00 ,0.22,1,1
1232,大統益,11.00 ,3.00 ,0.00 ,0,1,1
1233,天仁,9.00 ,3.00 ,0.00 ,0,1,1
1234,黑松,13.00 ,3.00 ,2.00 ,0.15,0.98,1
1235,興泰,7.00 ,3.00 ,1.00 ,0.14,0.94,0.43
1236,宏亞,6.00 ,3.00 ,3.00 ,0.5,1,1
1256,鮮活果汁-KY,8.00 ,3.00 ,1.00 ,0.13,1,1
1301,台塑,15.00 ,4.00 ,2.00 ,0.13,0.96,1
1303,南亞,15.00 ,3.00 ,2.00 ,0.13,0.97,1
1304,台聚,9.00 ,4.00 ,0.00 ,0,0.91,1
1305,華夏,9.00 ,4.00 ,0.00 ,0,1,0.91
1307,三芳,7.00 ,3.00 ,0.00 ,0,0.88,1
1308,亞聚,9.00 ,4.00 ,0.00 ,0,1,1
1309,台達化,9.00 ,4.00 ,1.00 ,0.11,0.98,1
1310,台苯,11.00 ,3.00 ,1.00 ,0.09,0.95,1
1312,國喬,7.00 ,3.00 ,1.00 ,0.14,0.98,1
1313,聯成,10.00 ,3.00 ,0.00 ,0,0.95,1
1314,中石化,9.00 ,3.00 ,0.00 ,0,0.87,1
1315,達新,8.00 ,3.00 ,0.00 ,0,1,1
1316,上曜,7.00 ,3.00 ,2.00 ,0.29,1,1
1319,東陽,7.00 ,3.00 ,1.00 ,0.14,0.98,0.14
1321,大洋,10.00 ,4.00 ,2.00 ,0.2,0.98,1
1323,永裕,11.00 ,4.00 ,0.00 ,0,0.98,1
1324,地球,5.00 ,3.00 ,0.00 ,0,1,1
1325,恆大,7.00 ,3.00 ,3.00 ,0.43,1,0.29
1326,台化,15.00 ,3.00 ,1.00 ,0.07,0.9,1
1337,再生-KY,7.00 ,3.00 ,0.00 ,0,1,1
1338,廣華-KY,7.00 ,3.00 ,0.00 ,0,1,1
1339,昭輝,9.00 ,4.00 ,3.00 ,0.33,1,1
1340,勝悅-KY,7.00 ,3.00 ,1.00 ,0.14,1,1
1341,富林-KY,7.00 ,3.00 ,0.00 ,0,1,1
1342,八貫,7.00 ,3.00 ,1.00 ,0.14,0.91,1
1402,遠東新,13.00 ,3.00 ,2.00 ,0.15,0.94,1
1409,新纖,12.00 ,3.00 ,1.00 ,0.08,0.97,1
1410,南染,7.00 ,4.00 ,0.00 ,0,0.93,0.57
1413,宏洲,11.00 ,3.00 ,2.00 ,0.18,0.82,1
1414,東和,7.00 ,3.00 ,1.00 ,0.14,1,0.64
1416,廣豐,8.00 ,3.00 ,0.00 ,0,0.96,1
1417,嘉裕,7.00 ,3.00 ,2.00 ,0.29,0.98,1
1418,東華,9.00 ,3.00 ,0.00 ,0,0.89,0
1419,新紡,7.00 ,3.00 ,0.00 ,0,1,1
1423,利華,5.00 ,3.00 ,5.00 ,1,0.95,1
1432,大魯閣,9.00 ,4.00 ,2.00 ,0.22,0.88,1
1434,福懋,10.00 ,3.00 ,1.00 ,0.1,0.98,1
1435,中福,7.00 ,3.00 ,0.00 ,0,0,0
1436,華友聯,9.00 ,4.00 ,0.00 ,0,1,1
1437,勤益控,7.00 ,3.00 ,0.00 ,0,1,1
1438,三地開發,7.00 ,3.00 ,2.00 ,0.29,0.96,0.29
1439,雋揚,7.00 ,3.00 ,1.00 ,0.14,0.96,1
1440,南紡,20.00 ,4.00 ,5.00 ,0.25,0.91,1
1441,大東,7.00 ,3.00 ,1.00 ,0.83,0.98,1
1442,名軒,7.00 ,3.00 ,2.00 ,0.29,0.99,1
1443,立益物流,7.00 ,2.00 ,0.00 ,0,0.83,0.11
1444,力麗,9.00 ,3.00 ,1.00 ,0.11,0.83,1
1445,大宇,11.00 ,3.00 ,1.00 ,0.09,0.98,0.27
1446,宏和,9.00 ,3.00 ,2.00 ,0.22,0.72,0.22
1447,力鵬,9.00 ,3.00 ,2.00 ,0.22,0.97,1
1449,佳和,9.00 ,2.00 ,0.00 ,0,0.78,0.89
1451,年興,9.00 ,3.00 ,0.00 ,0,0.98,1
1452,宏益,9.00 ,3.00 ,1.00 ,0.11,0.94,1
1453,大將,7.00 ,3.00 ,1.00 ,0.14,0.91,0.14
1454,台富,9.00 ,4.00 ,2.00 ,0.22,0.94,0.44
1455,集盛,10.00 ,3.00 ,1.00 ,0.1,0.96,0.8
1456,怡華,11.00 ,3.00 ,2.00 ,0.18,0.97,1
1457,宜進,9.00 ,3.00 ,3.00 ,0.33,0.89,1
1459,聯發,9.00 ,3.00 ,0.00 ,0,0.94,1
1460,宏遠,11.00 ,3.00 ,0.00 ,0,0.84,1
1463,強盛,12.00 ,3.00 ,2.00 ,0.17,0.96,0.58
1464,得力,7.00 ,3.00 ,0.00 ,0,1,1
1465,偉全,7.00 ,3.00 ,1.00 ,0.14,0.95,1
1466,聚隆,10.00 ,3.00 ,2.00 ,0.2,0.97,0.9
1467,南緯,11.00 ,3.00 ,1.00 ,0.09,1,0.09
1468,昶和,7.00 ,3.00 ,1.00 ,0.14,0.97,1
1470,大統新創,11.00 ,3.00 ,0.00 ,0,0,0.27
1471,首利,7.00 ,3.00 ,2.00 ,0.29,0.83,0.43
1472,三洋實業,7.00 ,4.00 ,1.00 ,0.14,0.96,1
1473,台南,11.00 ,3.00 ,5.00 ,0.45,0.96,1
1474,弘裕,11.00 ,3.00 ,1.00 ,0.09,0.88,0.61
1475,業旺,5.00 ,3.00 ,1.00 ,0.2,1,0.4
1476,儒鴻,12.00 ,4.00 ,1.00 ,0.08,0.96,1
1477,聚陽,15.00 ,3.00 ,6.00 ,0.4,0.99,1
1503,士電,15.00 ,3.00 ,0.00 ,0,0.85,1
1504,東元,11.00 ,4.00 ,2.00 ,0.18,0.99,1
1506,正道,9.00 ,3.00 ,1.00 ,0.11,0.96,1
1512,瑞利,6.00 ,2.00 ,0.00 ,0,0.98,1
1513,中興電,9.00 ,3.00 ,1.00 ,0.11,0.91,0.94
1514,亞力,12.00 ,3.00 ,2.00 ,0.17,0.95,0.17
1515,力山,9.00 ,4.00 ,1.00 ,0.11,0.93,0.44
1516,川飛,6.00 ,2.00 ,2.00 ,0.29,1,0
1517,利奇,7.00 ,3.00 ,4.00 ,0.57,1,1
1519,華城,9.00 ,3.00 ,0.00 ,0,1,1
1521,大億,9.00 ,3.00 ,1.00 ,0.11,0.73,0.22
1522,堤維西,9.00 ,3.00 ,0.00 ,0,0.95,1
1524,耿鼎,9.00 ,4.00 ,1.00 ,0.11,0.85,0.22
1525,江申,10.00 ,3.00 ,1.00 ,0.1,0.98,1
1526,日馳,9.00 ,4.00 ,3.00 ,0.33,1,1
1527,鑽全,11.00 ,3.00 ,1.00 ,0.09,0.93,0.27
1528,恩德,7.00 ,3.00 ,1.00 ,0.14,1,1
1529,樂事綠能,11.00 ,3.00 ,1.00 ,0.09,0.82,0.45
1530,亞崴,7.00 ,3.00 ,0.00 ,0,0.91,1
1531,高林股,7.00 ,3.00 ,2.00 ,0.29,0.71,1
1532,勤美,9.00 ,3.00 ,2.00 ,0.22,0.96,1
1533,車王電,11.00 ,3.00 ,1.00 ,0.09,1,1
1535,中宇,11.00 ,3.00 ,2.00 ,0.18,1,1
1536,和大,13.00 ,3.00 ,3.00 ,0.23,0.83,1
1537,廣隆,9.00 ,3.00 ,0.00 ,0,1,1
1538,正峰,7.00 ,3.00 ,0.00 ,0,1,0.14
1539,巨庭,7.00 ,3.00 ,1.00 ,0.14,1,1
1540,喬福,7.00 ,3.00 ,1.00 ,0.14,1,0
1541,錩泰,7.00 ,4.00 ,3.00 ,0.43,1,0.14
1558,伸興,9.00 ,2.00 ,0.00 ,0,0.99,1
1560,中砂,9.00 ,3.00 ,0.00 ,0,0.96,1
1568,倉佑,9.00 ,3.00 ,1.00 ,0.11,1,1
1582,信錦,7.00 ,4.00 ,1.00 ,0.14,1,1
1583,程泰,9.00 ,3.00 ,1.00 ,0.11,0.93,1
1587,吉茂,8.00 ,4.00 ,1.00 ,0.13,0.98,1
1589,永冠-KY,11.00 ,4.00 ,1.00 ,0.09,1,1
1590,亞德客-KY,10.00 ,4.00 ,2.00 ,0.2,1,0.45
1597,直得,8.00 ,3.00 ,3.00 ,0.38,0.97,1
1598,岱宇,7.00 ,3.00 ,1.00 ,0.14,1,1
1603,華電,5.00 ,3.00 ,1.00 ,0.2,1,1
1604,聲寶,7.00 ,3.00 ,0.00 ,0,0.95,1
1605,華新,11.00 ,4.00 ,2.00 ,0.18,0.93,1
1608,華榮,7.00 ,3.00 ,1.00 ,0.14,0.86,0.86
1609,大亞,9.00 ,4.00 ,2.00 ,0.22,1,1
1611,中電,11.00 ,3.00 ,0.00 ,0,0.95,0.91
1612,宏泰,7.00 ,3.00 ,1.00 ,0.14,0.98,0.86
1614,三洋電,13.00 ,3.00 ,3.00 ,0.23,0.97,0.08
1615,大山,7.00 ,4.00 ,3.00 ,0.43,0.8,0.57
1616,億泰,6.00 ,2.00 ,1.00 ,0.17,1,0
1617,榮星,7.00 ,3.00 ,1.00 ,0.14,0.92,0.42
1618,合機,9.00 ,3.00 ,2.00 ,0.22,1,1
1626,艾美特-KY,9.00 ,3.00 ,0.00 ,0,0.89,1
1701,中化,5.00 ,3.00 ,2.00 ,0.4,0.91,1
1702,南僑,9.00 ,3.00 ,2.00 ,0.22,0.73,1
1707,葡萄王,12.00 ,4.00 ,5.00 ,0.42,0.99,1
1708,東鹼,10.00 ,3.00 ,0.00 ,0,0.97,1
1709,和益,19.00 ,4.00 ,2.00 ,0.11,0.88,0
1710,東聯,11.00 ,3.00 ,1.00 ,0.09,0.95,1
1711,永光,11.00 ,3.00 ,1.00 ,0.09,0.96,1
1712,興農,9.00 ,3.00 ,1.00 ,0.11,1,1
1713,國化,2.00 ,3.00 ,2.00 ,0.4,1,1
1714,和桐,9.00 ,3.00 ,1.00 ,0.11,0.98,1
1717,長興,12.00 ,4.00 ,1.00 ,0.08,0.99,1
1718,中纖,9.00 ,3.00 ,0.00 ,0,0.81,0.44
1720,生達,7.00 ,3.00 ,2.00 ,0.29,0.94,1
1721,三晃,7.00 ,3.00 ,2.00 ,0.29,0.9,1
1722,台肥,9.00 ,3.00 ,1.00 ,0.11,1,1
1723,中碳,9.00 ,3.00 ,1.00 ,0.11,0.9,1
1725,元禎,7.00 ,3.00 ,1.00 ,0.14,0.93,0.14
1726,永記,7.00 ,3.00 ,1.00 ,0.14,0.89,0
1727,中華化,10.00 ,4.00 ,1.00 ,0.1,0.98,1
1730,花仙子,6.00 ,3.00 ,4.00 ,0.67,1,1
1731,美吾華,13.00 ,3.00 ,4.00 ,0.31,0.94,0.46
1732,毛寶,7.00 ,3.00 ,4.00 ,0.57,1,1
1733,五鼎,6.00 ,4.00 ,1.00 ,0.17,0.98,1
1734,杏輝,11.00 ,3.00 ,1.00 ,0.09,0.88,1
1735,日勝化,9.00 ,3.00 ,0.00 ,0,0.98,0.22
1736,喬山,11.00 ,3.00 ,3.00 ,0.27,0.99,1
1737,臺鹽,9.00 ,3.00 ,2.00 ,0.22,0.98,1
1752,南光,7.00 ,3.00 ,1.00 ,0.14,1,1
1760,寶齡富錦,9.00 ,3.00 ,1.00 ,0.11,0.99,1
1762,中化生,7.00 ,3.00 ,2.00 ,0.29,0.98,1
1773,勝一,9.00 ,3.00 ,2.00 ,0.22,0.85,1
1776,展宇,9.00 ,3.00 ,1.00 ,0.11,1,1
1783,和康生,9.00 ,3.00 ,3.00 ,0.33,0.88,1
1786,科妍,9.00 ,3.00 ,1.00 ,0.11,0.96,0.89
1789,神隆,15.00 ,3.00 ,3.00 ,0.2,0.97,1
1795,美時,11.00 ,3.00 ,3.00 ,0.27,0.87,1
1802,台玻,15.00 ,3.00 ,1.00 ,0.07,0.97,0.4
1805,寶徠,9.00 ,3.00 ,1.00 ,0.11,0.96,1
1806,冠軍,7.00 ,3.00 ,1.00 ,0.14,1,0.57
1808,潤隆,7.00 ,3.00 ,1.00 ,0.14,0.89,0.43
1809,中釉,9.00 ,3.00 ,1.00 ,0.11,1,1
1810,和成,7.00 ,3.00 ,0.00 ,0,0.74,1
1817,凱撒衛,8.00 ,4.00 ,1.00 ,0.13,1,1
1903,士紙,6.00 ,3.00 ,2.00 ,0.33,0.98,0.5
1904,正隆,9.00 ,3.00 ,1.00 ,0.11,0.98,1
1905,華紙,7.00 ,3.00 ,2.00 ,0.29,1,1
1906,寶隆,6.00 ,3.00 ,1.00 ,0.17,0.94,1
1907,永豐餘,9.00 ,4.00 ,2.00 ,0.22,0.98,1
1909,榮成,9.00 ,3.00 ,0.00 ,0,0.96,1
2002,中鋼,11.00 ,3.00 ,1.00 ,0.09,0.97,1
2006,東和鋼鐵,11.00 ,3.00 ,0.00 ,0,1,1
2007,燁興,7.00 ,3.00 ,0.00 ,0,1,1
2008,高興昌,9.00 ,3.00 ,1.00 ,0.11,0.94,0.67
2009,第一銅,7.00 ,3.00 ,1.00 ,0.14,0.83,1
2010,春源,11.00 ,3.00 ,1.00 ,0.09,0.97,0.27
2012,春雨,11.00 ,3.00 ,2.00 ,0.18,1,1
2013,中鋼構,11.00 ,3.00 ,1.00 ,0.09,0.93,1
2014,中鴻,7.00 ,3.00 ,1.00 ,0.14,1,1
2015,豐興,13.00 ,3.00 ,0.00 ,0,0.95,1
2017,官田鋼,12.00 ,3.00 ,2.00 ,0.17,0.89,1
2020,美亞,8.00 ,2.00 ,1.00 ,0.13,0.99,1
2022,聚亨,5.00 ,3.00 ,1.00 ,0.2,0.91,1
2023,燁輝,7.00 ,3.00 ,0.00 ,0,1,1
2024,志聯,7.00 ,3.00 ,3.00 ,0.43,1,0.71
2025,千興,6.00 ,2.00 ,3.00 ,0.5,1,0
2027,大成鋼,11.00 ,3.00 ,3.00 ,0.27,0.84,0.91
2028,威致,7.00 ,3.00 ,2.00 ,0.29,0.86,0.71
2029,盛餘,10.00 ,3.00 ,0.00 ,0,0.96,0.3
2030,彰源,9.00 ,4.00 ,1.00 ,0.11,0.97,1
2031,新光鋼,9.00 ,3.00 ,0.00 ,0,1,1
2032,新鋼,9.00 ,3.00 ,1.00 ,0.11,0.94,0.33
2033,佳大,7.00 ,3.00 ,2.00 ,0.29,0.83,0.14
2034,允強,9.00 ,4.00 ,1.00 ,0.11,1,1
2038,海光,9.00 ,3.00 ,0.00 ,0,0.97,1
2049,上銀,10.00 ,3.00 ,3.00 ,0.3,1,1
2059,川湖,7.00 ,4.00 ,2.00 ,0.29,0.94,1
2062,橋椿,7.00 ,4.00 ,2.00 ,0.29,1,1
2069,運錩,7.00 ,3.00 ,1.00 ,0.14,0.98,1
2101,南港,9.00 ,3.00 ,5.00 ,0.56,0.98,0.78
2102,泰豐,9.00 ,3.00 ,2.00 ,0.22,0.9,0.33
2103,台橡,7.00 ,3.00 ,1.00 ,0.14,1,1
2104,國際中橡,7.00 ,3.00 ,0.00 ,0,0.96,1
2105,正新,11.00 ,3.00 ,2.00 ,0.18,0.99,1
2106,建大,11.00 ,3.00 ,1.00 ,0.09,1,1
2107,厚生,9.00 ,3.00 ,1.00 ,0.11,0.98,1
2108,南帝,20.00 ,4.00 ,4.00 ,0,0.94,1
2109,華豐,11.00 ,3.00 ,1.00 ,0.09,0.92,0.18
2114,鑫永銓,9.00 ,3.00 ,0.00 ,0,0.96,1
2115,六暉-KY,9.00 ,3.00 ,3.00 ,0.33,1,1
2201,裕隆,9.00 ,3.00 ,1.00 ,0.11,0.94,1
2204,中華,9.00 ,3.00 ,2.00 ,0.22,0.95,1
2206,三陽工業,9.00 ,3.00 ,1.00 ,0.11,0.98,1
2207,和泰車,14.00 ,3.00 ,2.00 ,0.14,0.98,1
2208,台船,15.00 ,3.00 ,1.00 ,0.07,0.83,0.6
2211,長榮鋼,7.00 ,3.00 ,3.00 ,0.43,0.98,1
2227,裕日車,11.00 ,3.00 ,1.00 ,0.09,1,1
2228,劍麟,7.00 ,3.00 ,2.00 ,0.29,0.97,1
2231,為升,7.00 ,3.00 ,2.00 ,0.29,0.99,1
2233,宇隆,9.00 ,3.00 ,0.00 ,0,0.95,1
2236,百達-KY,7.00 ,3.00 ,1.00 ,0.14,1,0.86
2239,英利-KY,7.00 ,3.00 ,0.00 ,0,0.8,1
2241,艾姆勒,6.00 ,2.00 ,1.00 ,0.17,0.95,1
2243,宏旭-KY,7.00 ,3.00 ,1.00 ,0.14,0.98,1
2247,汎德永業,7.00 ,3.00 ,2.00 ,0.29,0.96,1
2250,IKKA-KY,9.00 ,3.00 ,0.00 ,0,0.98,1
2301,光寶科,8.00 ,4.00 ,0.00 ,0,0.94,1
2302,麗正,8.00 ,3.00 ,3.00 ,0.38,0.88,0.9
2303,聯電,9.00 ,5.00 ,2.00 ,0.22,1,1
2305,全友,9.00 ,3.00 ,1.00 ,0.11,0.94,0.33
2308,台達電,12.00 ,5.00 ,3.00 ,0.25,1,1
2312,金寶,11.00 ,2.00 ,2.00 ,0.18,1,1
2313,華通,9.00 ,3.00 ,1.00 ,0.11,0.92,0.33
2314,台揚,7.00 ,3.00 ,1.00 ,0.14,0.98,1
2316,楠梓電,9.00 ,3.00 ,2.00 ,0.22,0.98,1
2317,鴻海,9.00 ,5.00 ,2.00 ,0.22,0.88,0.78
2321,東訊,9.00 ,3.00 ,2.00 ,0.22,0.94,1
2323,中環,8.00 ,3.00 ,3.00 ,0.38,0.93,0.38
2324,仁寶,15.00 ,3.00 ,0.00 ,0,0.93,0.6
2327,國巨,9.00 ,3.00 ,0.00 ,0,0.83,1
2328,廣宇,7.00 ,3.00 ,0.00 ,0,1,0.71
2329,華泰,6.00 ,3.00 ,0.00 ,0,0.86,1
2330,台積電,10.00 ,6.00 ,1.00 ,0.1,1,0.3
2331,精英,9.00 ,3.00 ,0.00 ,0,1,1
2332,友訊,8.00 ,3.00 ,0.00 ,0,0.92,0.88
2337,旺宏,15.00 ,4.00 ,2.00 ,0.13,0.96,1
2338,光罩,7.00 ,3.00 ,2.00 ,0.29,0.96,1
2340,台亞,7.00 ,3.00 ,0.00 ,0,1,1
2342,茂矽,8.00 ,3.00 ,1.00 ,0.13,1,1
2344,華邦電,11.00 ,4.00 ,2.00 ,0.18,0.99,1
2345,智邦,8.00 ,5.00 ,1.00 ,0.13,0.85,1
2347,聯強,9.00 ,3.00 ,1.00 ,0.11,0.97,1
2348,海悅,13.00 ,3.00 ,3.00 ,0.23,0.86,0.15
2349,錸德,7.00 ,3.00 ,3.00 ,0.43,0.94,1
2351,順德,9.00 ,4.00 ,0.00 ,0,0.96,1
2352,佳世達,7.00 ,3.00 ,0.00 ,0,1,1
2353,宏碁,6.00 ,3.00 ,1.00 ,0.17,0.95,1
2354,鴻準,5.00 ,3.00 ,0.00 ,0,0.97,0.8
2355,敬鵬,9.00 ,3.00 ,2.00 ,0.22,0.9,1
2356,英業達,9.00 ,3.00 ,0.00 ,0,1,1
2357,華碩,15.00 ,5.00 ,2.00 ,0.13,0.96,1
2358,廷鑫,9.00 ,3.00 ,3.00 ,0.33,0.89,1
2359,所羅門,9.00 ,4.00 ,1.00 ,0.11,1,1
2360,致茂,7.00 ,3.00 ,0.00 ,0,0.98,1
2362,藍天,7.00 ,3.00 ,1.00 ,0.14,0.97,1
2363,矽統,9.00 ,3.00 ,3.00 ,0.33,0.94,1
2364,倫飛,11.00 ,3.00 ,2.00 ,0.18,0.84,0
2365,昆盈,7.00 ,3.00 ,1.00 ,0.14,0.9,1
2367,燿華,7.00 ,3.00 ,1.00 ,0.14,1,1
2368,金像電,9.00 ,3.00 ,3.00 ,0.33,0.99,1
2369,菱生,9.00 ,3.00 ,0.00 ,0,1,1
2371,大同,8.00 ,3.00 ,1.00 ,0.13,0.98,1
2373,震旦行,7.00 ,3.00 ,2.00 ,0.29,0.98,1
2374,佳能,9.00 ,3.00 ,0.00 ,0,0.96,0.89
2375,凱美,7.00 ,3.00 ,0.00 ,0,0.9,1
2376,技嘉,9.00 ,3.00 ,0.00 ,0,0.99,1
2377,微星,11.00 ,3.00 ,1.00 ,0.09,1,1
2379,瑞昱,10.00 ,3.00 ,1.00 ,0.1,1,0.3
2380,虹光,7.00 ,4.00 ,0.00 ,0,0.93,1
2382,廣達,7.00 ,3.00 ,1.00 ,0.14,1,0.57
2383,台光電,7.00 ,3.00 ,1.00 ,0.14,1,1
2385,群光,8.00 ,3.00 ,1.00 ,0.13,0.96,1
2387,精元,7.00 ,3.00 ,3.00 ,0.43,1,0.29
2388,威盛,7.00 ,3.00 ,1.00 ,0.14,1,1
2390,云辰,7.00 ,3.00 ,2.00 ,0.29,1,1
2392,正崴,9.00 ,3.00 ,1.00 ,0.11,1,1
2393,億光,9.00 ,4.00 ,0.00 ,0,0.99,1
2395,研華,7.00 ,3.00 ,1.00 ,0.14,1,1
2397,友通,7.00 ,3.00 ,0.00 ,0,0.96,1
2399,映泰,7.00 ,3.00 ,1.00 ,0.14,0.97,1
2401,凌陽,7.00 ,4.00 ,0.00 ,0,0.98,1
2402,毅嘉,7.00 ,3.00 ,1.00 ,0.14,1,1
2404,漢唐,8.00 ,2.00 ,2.00 ,0.25,0.98,0.75
2405,輔信,7.00 ,3.00 ,4.00 ,0.57,0.98,1
2406,國碩,9.00 ,4.00 ,3.00 ,0.33,0.96,1
2408,南亞科,12.00 ,4.00 ,2.00 ,0.17,0.93,1
2409,友達,9.00 ,5.00 ,4.00 ,0.44,1,1
2412,中華電,13.00 ,5.00 ,3.00 ,0.23,0.98,1
2413,環科,11.00 ,4.00 ,1.00 ,0.09,0.88,1
2414,精技,9.00 ,3.00 ,1.00 ,0.11,0.98,1
2415,錩新,7.00 ,3.00 ,1.00 ,0.14,1,1
2417,圓剛,7.00 ,3.00 ,0.00 ,0,0.95,1
2419,仲琦,10.00 ,3.00 ,2.00 ,0.2,1,1
2420,新巨,7.00 ,3.00 ,1.00 ,0.14,0.98,1
2421,建準,9.00 ,4.00 ,3.00 ,0.33,0.98,0
2423,固緯,9.00 ,3.00 ,1.00 ,0.11,0.91,1
2424,隴華,9.00 ,4.00 ,1.00 ,0.11,0.97,0.56
2425,承啟,7.00 ,4.00 ,1.00 ,0.14,0.97,0.71
2426,鼎元,7.00 ,3.00 ,1.00 ,0.14,1,1
2427,三商電,9.00 ,4.00 ,0.00 ,0,0.92,1
2428,興勤,7.00 ,3.00 ,1.00 ,0.14,1,1
2429,銘旺科,7.00 ,3.00 ,0.00 ,0,0.97,0
2430,燦坤,7.00 ,3.00 ,1.00 ,0.14,0.98,1
2431,聯昌,10.00 ,3.00 ,2.00 ,0.2,0.94,1
2432,倚天酷碁-創,7.00 ,4.00 ,2.00 ,0.29,1,1
2433,互盛電,7.00 ,3.00 ,1.00 ,0.14,0.91,1
2434,統懋,6.00 ,2.00 ,4.00 ,0.67,0.83,1
2436,偉詮電,10.00 ,3.00 ,1.00 ,0.1,1,1
2438,翔耀,7.00 ,3.00 ,1.00 ,0.14,1,0
2439,美律,9.00 ,3.00 ,0.00 ,0,1,1
2440,太空梭,7.00 ,3.00 ,1.00 ,0.14,1,0.29
2441,超豐,9.00 ,3.00 ,0.00 ,0,0.89,0.44
2442,新美齊,7.00 ,3.00 ,0.00 ,0,1,1
2443,昶虹,8.00 ,3.00 ,1.00 ,0.13,0.95,0.75
2444,兆勁,6.00 ,3.00 ,2.00 ,0,0.97,0.61
2449,京元電子,9.00 ,3.00 ,0.00 ,0,1,0.56
2450,神腦,13.00 ,5.00 ,2.00 ,0.15,0.98,0.77
2451,創見,9.00 ,3.00 ,2.00 ,0.22,0.92,1
2453,凌群,7.00 ,3.00 ,2.00 ,0.29,0.94,0.57
2454,聯發科,8.00 ,3.00 ,0.00 ,0,1,1
2455,全新,11.00 ,3.00 ,1.00 ,0.09,1,0.82
2457,飛宏,12.00 ,3.00 ,0.00 ,0,0.91,1
2458,義隆,9.00 ,4.00 ,0.00 ,0,0.97,1
2459,敦吉,9.00 ,4.00 ,0.00 ,0,0.98,0.44
2460,建通,7.00 ,3.00 ,0.00 ,0,1,1
2461,光群雷,7.00 ,3.00 ,3.00 ,0.43,0.97,1
2462,良得電,9.00 ,3.00 ,1.00 ,0.11,1,0.89
2464,盟立,9.00 ,3.00 ,1.00 ,0.11,0.9,0.67
2465,麗臺,7.00 ,4.00 ,0.00 ,0,0.96,0.43
2466,冠西電,9.00 ,3.00 ,2.00 ,0.22,0.98,1
2467,志聖,9.00 ,4.00 ,0.00 ,0,0.98,0.33
2468,華經,7.00 ,3.00 ,5.00 ,0.71,1,1
2471,資通,8.00 ,3.00 ,2.00 ,0.25,0.95,1
2472,立隆電,9.00 ,4.00 ,0.00 ,0,1,1
2474,可成,7.00 ,3.00 ,0.00 ,0,0.98,0.43
2476,鉅祥,7.00 ,3.00 ,2.00 ,0.29,1,1
2477,美隆電,10.00 ,3.00 ,1.00 ,0.1,0.97,0.4
2478,大毅,9.00 ,3.00 ,2.00 ,0.22,1,1
2480,敦陽科,11.00 ,4.00 ,0.00 ,0,0.98,1
2481,強茂,7.00 ,3.00 ,0.00 ,0,0.94,1
2482,連宇,7.00 ,3.00 ,0.00 ,0,0.93,0.29
2483,百容,9.00 ,4.00 ,3.00 ,0.33,0.98,1
2484,希華,10.00 ,3.00 ,0.00 ,0,0.91,1
2485,兆赫,13.00 ,3.00 ,0.00 ,0,0.59,0.15
2486,一詮,7.00 ,3.00 ,0.00 ,0,0.93,0.71
2488,漢平,13.00 ,3.00 ,0.00 ,0,1,1
2489,瑞軒,10.00 ,3.00 ,2.00 ,0.2,0.96,1
2491,吉祥全,7.00 ,3.00 ,2.00 ,0.29,0.94,1
2492,華新科,7.00 ,3.00 ,1.00 ,0.14,0.89,1
2493,揚博,7.00 ,3.00 ,1.00 ,0.14,1,0.29
2495,普安,7.00 ,4.00 ,0.00 ,0,1,1
2496,卓越,9.00 ,3.00 ,5.00 ,0.56,0.98,1
2497,怡利電,9.00 ,3.00 ,1.00 ,0.11,0.98,1
2498,宏達電,7.00 ,3.00 ,1.00 ,0,0.97,0.71
2501,國建,9.00 ,3.00 ,1.00 ,0.11,0.98,1
2504,國產,12.00 ,4.00 ,1.00 ,0.08,0.92,1
2505,國揚,9.00 ,3.00 ,1.00 ,0.11,1,1
2506,太設,9.00 ,3.00 ,1.00 ,0.11,0.98,1
2509,全坤建,6.00 ,3.00 ,0.00 ,0,1,0.58
2511,太子,15.00 ,3.00 ,2.00 ,0.13,0.97,1
