,腹,industry_id,LEVEL_111,E1,E9,E10,E17,Q4,Q7,Q11,Q15,Q3,Q13,S12,S2,S9,S21,esg_out,Q20,Q18,Q23,Q24,Q27,Q29,Q31,G6,G19,Q34_2,Q43,Q35_2,E_score,S_score,G_score,ESG_score,E1_topic_score,E2_topic_score,E3_topic_score,E4_topic_score,E5_topic_score,S1_topic_score,S2_topic_score,S3_topic_score,S4_topic_score,S5_topic_score,G1_topic_score,G2_topic_score,G3_topic_score,G4_topic_score,ESG_rating,ネ玻(じ),綪ゑ瞯,綪ゑ,ネ玻(じ),market_share,total_market_value
210,2455,18,B-,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1,3,0.0,2.0,2.0,0.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,0.0,1.0,1.0,3.0,2.8,4.8,3.5,3.552,4.0,5.0,0.0,0.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,4.0,A,1537400.0,69.05,綪ゑㄒ禬筁50%,10货~20货,0.0002003324853392836,7674242135
173,2342,18,B,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,4.0,1.0,0.0,2.0,4.0,4.0,3.0,1.2,4.0,2.5,2.368,3.0,3.0,0.0,0.0,0.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,0.0,0.0,C,1461605.0,31.9,綪ゑㄒ禬筁30%~40%,10货~20货,0.0001904559400509455,7674242135
359,8021,18,A,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1,1,0.0,0.0,0.0,2.0,2.0,1.0,3.0,3.0,2.0,4.0,4.0,4.0,0.0,2.0,3.0,1.0,3.0,4.0,4.8,3.5,4.02,3.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0.0,4.0,A+,1452433.0,63.08,綪ゑㄒ禬筁50%,10货~20货,0.00018926077317470516,7674242135
240,3041,18,B-,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1,1,2.0,0.0,0.0,-2147483648.0,1.0,2.0,4.0,3.0,3.0,1.0,4.0,1.0,0.0,0.0,1.0,4.0,3.0,4.6,3.6,1.25,3.144,4.0,5.0,4.0,5.0,5.0,0.0,5.0,5.0,3.0,5.0,5.0,0.0,0.0,0.0,B,1420745.0,91.49,綪ゑㄒ禬筁50%,10货~20货,0.0001851316358028883,7674242135
271,3591,18,B-,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,4,1,2.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,4.0,1.0,0.0,2.0,1.0,1.0,3.0,2.8,3.6,3.5,3.252,0.0,5.0,4.0,0.0,5.0,0.0,5.0,5.0,3.0,5.0,5.0,5.0,0.0,4.0,B+,1361197.0,88.48,綪ゑㄒ禬筁50%,10货~20货,0.00017737217252919007,7674242135
319,6205,18,B,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,3,1,2.0,2.0,2.0,0.0,1.0,2.0,4.0,3.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,3.0,2.8,5.0,4.75,4.052,0.0,5.0,4.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,A+,1343184.0,78.03,綪ゑㄒ禬筁50%,10货~20货,0.00017502497007152354,7674242135
216,2466,18,B-,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,2.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,4.0,2.25,2.2,0.0,0.0,0.0,0.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,0.0,0.0,4.0,C,1225358.0,90.15,綪ゑㄒ禬筁50%,10货~20货,0.0001596715321779458,7674242135
353,6756,18,B,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1,1,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0,2.0,3.0,2.6,4.2,3.5,3.324,3.0,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,0.0,5.0,B+,1224577.0,53.4,綪ゑㄒ禬筁50%,10货~20货,0.00015956976317114862,7674242135
347,6591,18,B-,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1,1,2.0,2.0,2.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,4.0,3.5,3.04,0.0,5.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,4.0,B,1172208.0,17.2,綪ゑㄒ禬筁10%~20%,10货~20货,0.00015274576686261933,7674242135
226,3011,18,B-,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,1,1,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,3.0,2.8,5.0,3.5,3.6019999999999994,4.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,4.0,A,1153278.0,29.46,綪ゑㄒ禬筁20%~30%,10货~20货,0.0001502790737785341,7674242135
235,3031,18,B,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1,1,0.0,0.0,0.0,-2147483648.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,3.0,3.5,2.79,0.0,5.0,0.0,0.0,5.0,0.0,5.0,4.0,3.0,3.0,5.0,5.0,0.0,4.0,B-,1094787.0,70.02,綪ゑㄒ禬筁50%,10货~20货,0.0001426573439749826,7674242135
275,3622,18,B,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1,3,2.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,1.6,3.6,3.5,2.784,0.0,3.0,0.0,0.0,5.0,3.0,5.0,4.0,3.0,3.0,5.0,4.0,0.0,5.0,B-,1082261.0,16.5,綪ゑㄒ禬筁10%~20%,10货~20货,0.00014102513068542892,7674242135
309,6133,18,B,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1,3,2.0,0.0,0.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,3.0,2.0,4.2,2.25,2.64,0.0,5.0,0.0,0.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,0.0,0.0,4.0,B-,1030616.0,81.39,綪ゑㄒ禬筁50%,10货~20货,0.00013429547594017894,7674242135
203,2436,18,B,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1,1,0.0,0.0,0.0,-2147483648.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,4.0,0.0,2.0,4.0,1.0,3.0,1.6,3.6,3.5,2.784,0.0,3.0,0.0,0.0,5.0,0.0,5.0,5.0,3.0,5.0,5.0,5.0,0.0,4.0,B-,1018748.0,69.52,綪ゑㄒ禬筁50%,10货~20货,0.00013274900401614707,7674242135
270,3588,18,B,1.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1,1,1.0,0.0,2.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,3.2,4.4,4.75,4.058,4.0,3.0,4.0,0.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,A+,1006146.0,47.84,綪ゑㄒ禬筁40%~50%,10货~20货,0.00013110688746856955,7674242135
201,2431,18,B-,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,2.0,0.0,0.0,2.0,1.0,0.0,4.0,3.0,4.0,1.0,3.0,2.0,0.0,1.0,1.0,2.0,3.0,1.6,4.6,3.5,3.034,0.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,0.0,5.0,B,980608.0,91.91,綪ゑㄒ禬筁50%,5货~10货,0.0001277791321605205,7674242135
196,2423,18,A,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1,1,0.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.6,3.6,3.25,2.694,3.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,3.0,5.0,0.0,4.0,4.0,B-,948558.0,85.68,綪ゑㄒ禬筁50%,5货~10货,0.000123602824007064,7674242135
346,6573,18,B-,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,1,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,3.0,4.0,3.6,3.25,3.63,3.0,3.0,4.0,5.0,5.0,0.0,5.0,5.0,3.0,5.0,5.0,4.0,0.0,4.0,A,943068.0,100.0,綪ゑㄒ禬筁50%,5货~10货,0.00012288744392087127,7674242135
242,3043,18,C-,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,3,1,2.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,2.8,4.6,3.5,3.502,4.0,5.0,0.0,0.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,0.0,5.0,4.0,A,913389.0,86.48,綪ゑㄒ禬筁50%,5货~10货,0.00011902009135655192,7674242135
350,6698,18,B,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,3,1,2.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,3.0,2.4,3.2,3.25,2.906,4.0,3.0,0.0,0.0,5.0,0.0,5.0,5.0,3.0,3.0,5.0,4.0,0.0,4.0,B,808533.0,50.59,綪ゑㄒ禬筁50%,5货~10货,0.0001053567226283511,7674242135
356,6792,18,C,1.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,1,1,2.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,2.0,3.0,2.8,4.0,3.5,3.3519999999999994,4.0,0.0,0.0,5.0,5.0,4.0,5.0,3.0,3.0,5.0,5.0,4.0,0.0,5.0,B+,771039.0,59.78,綪ゑㄒ禬筁50%,5货~10货,0.00010047102846592682,7674242135
349,6695,18,B-,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,0.0,1.0,1.0,,3.0,1.6,0.8,2.25,1.634,0.0,3.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,1.0,5.0,4.0,0.0,0.0,C-,747583.0,61.97,綪ゑㄒ禬筁50%,5货~10货,9.741457030531915e-05,7674242135
291,4956,18,C,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1,1,1.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,4.2,4.0,3.25,3.808,4.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,5.0,4.0,0.0,4.0,A+,735578.0,46.08,綪ゑㄒ禬筁40%~50%,5货~10货,9.58502464556391e-05,7674242135
223,3002,18,B,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1,3,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,4.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,3.0,2.4,4.4,3.5,3.2960000000000003,4.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,0.0,4.0,B+,719209.0,89.98,綪ゑㄒ禬筁50%,5货~10货,9.37172671057505e-05,7674242135
322,6226,18,C-,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1,1,2.0,0.0,0.0,-2147483648.0,1.0,0.0,1.0,3.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,3.2,2.25,2.39,0.0,5.0,0.0,0.0,5.0,0.0,5.0,3.0,3.0,5.0,5.0,0.0,0.0,4.0,C,611923.0,88.22,綪ゑㄒ禬筁50%,5货~10货,7.973725473284144e-05,7674242135
312,6155,18,B,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,4.0,0.0,1.0,4.0,1.0,3.0,1.0,3.4,3.25,2.41,0.0,0.0,0.0,0.0,5.0,0.0,5.0,4.0,3.0,5.0,5.0,4.0,0.0,4.0,C,601799.0,52.29,綪ゑㄒ禬筁50%,5货~10货,7.841803651925039e-05,7674242135
357,6799,18,B,1.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1,1,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,0.0,1.0,1.0,,3.0,3.2,0.8,2.25,2.258,4.0,3.0,4.0,0.0,5.0,3.0,0.0,0.0,0.0,1.0,5.0,4.0,0.0,0.0,C,539233.0,28.79,綪ゑㄒ禬筁20%~30%,5货~10货,7.02653096571861e-05,7674242135
325,6243,18,B,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,1.6,3.8,3.5,2.834,3.0,0.0,0.0,0.0,5.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,0.0,4.0,B-,523212.0,83.01,綪ゑㄒ禬筁50%,5货~10货,6.817767680456436e-05,7674242135
251,3229,18,B-,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,2.0,2.0,2.0,0.0,1.0,0.0,1.0,3.0,4.0,1.0,4.0,1.0,2.0,0.0,1.0,1.0,3.0,1.6,4.0,3.5,2.8840000000000003,0.0,3.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,4.0,B-,483838.0,23.09,綪ゑㄒ禬筁20%~30%,2货~5货,6.304700731207772e-05,7674242135
300,5244,18,B-,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1,2,2.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,4.6,2.8,2.25,3.304,4.0,5.0,4.0,5.0,5.0,0.0,5.0,3.0,3.0,3.0,5.0,0.0,0.0,4.0,B+,405848.0,93.87,綪ゑㄒ禬筁50%,2货~5货,5.288444029528917e-05,7674242135
332,6405,18,C,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,1,4,2.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,2.0,4.0,1.0,3.0,3.8,3.8,3.5,3.692,4.0,5.0,0.0,5.0,5.0,4.0,5.0,3.0,3.0,4.0,5.0,5.0,0.0,4.0,A,376425.0,0.0,0%(礚綪),2货~5货,4.90504460737868e-05,7674242135
200,2429,18,C-,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1,1,2.0,0.0,0.0,-2147483648.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,3.0,2.4,3.0,2.5,2.586,0.0,3.0,4.0,0.0,5.0,0.0,5.0,4.0,3.0,3.0,5.0,0.0,0.0,5.0,C,362430.0,29.95,綪ゑㄒ禬筁20%~30%,2货~5货,4.722681323111523e-05,7674242135
234,3027,18,C,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,2.0,4.0,4.0,4.0,0.0,0.0,1.0,1.0,3.0,1.6,4.6,2.25,2.584,0.0,3.0,0.0,0.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,0.0,0.0,4.0,C,333644.0,38.37,綪ゑㄒ禬筁30%~40%,2货~5货,4.347582394857548e-05,7674242135
255,3308,18,C-,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1,1,2.0,0.0,2.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,4.0,1.0,2.0,0.0,1.0,1.0,3.0,1.0,4.0,3.5,2.6500000000000004,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,4.0,B-,306292.0,89.47,綪ゑㄒ禬筁50%,2货~5货,3.991169350822158e-05,7674242135
252,3257,18,B,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1,1,0.0,0.0,0.0,-2147483648.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,2.4,3.0,3.25,2.856,0.0,3.0,4.0,0.0,5.0,0.0,5.0,4.0,3.0,3.0,5.0,4.0,0.0,4.0,B-,276797.0,37.13,綪ゑㄒ禬筁30%~40%,2货~5货,3.6068317252801924e-05,7674242135
161,2302,18,B-,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1,3,2.0,0.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,1.0,,3.0,3.0,1.0,2.25,2.23,3.0,3.0,4.0,0.0,5.0,0.0,4.0,0.0,0.0,1.0,5.0,4.0,0.0,0.0,C,168437.0,89.64,綪ゑㄒ禬筁50%,1货~2货,2.1948356207293426e-05,7674242135
204,2438,18,B-,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,3,3,2.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,3.6,3.2,2.25,3.014,4.0,0.0,4.0,5.0,5.0,0.0,5.0,5.0,3.0,3.0,5.0,0.0,0.0,4.0,B,125518.0,10.39,綪ゑㄒ禬筁10%~20%,1货~2货,1.635575185040731e-05,7674242135
159,1471,18,C-,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,2.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,4.0,2.0,0.0,1.0,1.0,3.0,1.0,3.6,3.5,2.55,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,3.0,5.0,5.0,0.0,5.0,4.0,C,117273.0,83.11,綪ゑㄒ禬筁50%,1货~2货,1.528137866085196e-05,7674242135
248,3094,18,B+,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,1.8,2.8,3.5,2.662,0.0,0.0,4.0,0.0,5.0,0.0,5.0,3.0,3.0,3.0,5.0,5.0,0.0,4.0,B-,75246.0,82.66,綪ゑㄒ禬筁50%,1货,9.805007279718834e-06,7674242135
202,2434,18,B-,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1,4,2.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,1.6,3.8,3.25,2.744,0.0,3.0,0.0,0.0,5.0,3.0,5.0,5.0,3.0,3.0,5.0,4.0,0.0,4.0,B-,60293.0,87.62,綪ゑㄒ禬筁50%,1货,7.856541263536767e-06,7674242135
177,2363,18,B-,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,4.0,1.0,1.0,4.0,2.0,0.0,1.0,1.0,3.0,2.0,4.6,3.5,3.19,0.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,0.0,5.0,4.0,B+,58513.0,52.2,綪ゑㄒ禬筁50%,1货,7.624596536137311e-06,7674242135
344,6533,18,B,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1,1,2.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,1.6,2.8,3.5,2.584,0.0,3.0,0.0,0.0,5.0,0.0,5.0,3.0,3.0,3.0,5.0,5.0,0.0,4.0,C,3586.0,64.34,綪ゑㄒ禬筁50%,1货,4.672774114912651e-07,7674242135
199,2428,18,B+,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1,1,2.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,2.4,3.8,3.5,3.146,0.0,3.0,4.0,0.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,0.0,4.0,B,,93.01,綪ゑㄒ禬筁50%,,,7674242135
259,3432,18,B-,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1,1,2.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,1.0,3.6,3.25,2.46,0.0,5.0,0.0,0.0,0.0,4.0,5.0,3.0,3.0,3.0,5.0,4.0,0.0,4.0,C,,8.7,綪ゑㄒ禬筁0%~10%,,,7674242135
266,3533,18,B+,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,2.0,0.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,4.6,3.25,2.71,0.0,0.0,0.0,0.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,0.0,4.0,4.0,B-,,84.57,綪ゑㄒ禬筁50%,,,7674242135
282,3686,18,B-,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1,1,2.0,0.0,0.0,2.0,1.0,0.0,4.0,3.0,3.0,1.0,3.0,4.0,0.0,0.0,1.0,1.0,3.0,2.4,4.6,2.25,2.896,4.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,0.0,0.0,4.0,B,,41.91,綪ゑㄒ禬筁40%~50%,,,7674242135
283,3711,18,A+,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,2.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,4.0,1.0,3.0,1.6,3.0,3.5,2.6340000000000003,0.0,3.0,0.0,0.0,5.0,0.0,5.0,4.0,3.0,3.0,5.0,5.0,0.0,4.0,B-,,87.53,綪ゑㄒ禬筁50%,,,7674242135
313,6164,18,C,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,1,4,2.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,3.8,3.8,3.25,3.602,4.0,5.0,0.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,4.0,0.0,4.0,A,,82.51,綪ゑㄒ禬筁50%,,,7674242135
598,2317,19,B+,1.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,3,4,2.0,0.0,0.0,2.0,2.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,2.0,1.0,4.0,1.0,3.0,4.0,4.6,4.5,4.33,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,A+,3721130255.0,99.71,綪ゑㄒ禬筁50%,1000货,0.33048603801153925,11259568717
615,2382,19,A,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,3,3,2.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,2.2,4.8,3.25,3.228,3.0,3.0,0.0,0.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,0.0,4.0,B+,1209514300.0,99.94,綪ゑㄒ禬筁50%,1000货,0.1074210149962354,11259568717
600,2324,19,A,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,3,1,2.0,0.0,0.0,-2147483648.0,2.0,1.0,4.0,3.0,3.0,1.0,2.0,4.0,0.0,2.0,3.0,1.0,3.0,3.2,3.6,3.5,3.4080000000000004,0.0,3.0,3.0,5.0,5.0,0.0,5.0,5.0,3.0,5.0,5.0,5.0,0.0,4.0,B+,1039628777.0,99.72,綪ゑㄒ禬筁50%,1000货,0.09233291284330815,11259568717
645,3231,19,A+,1.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,1,1,2.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,0.0,2.0,4.0,1.0,3.0,4.0,4.2,3.5,3.87,3.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,0.0,4.0,A+,993181780.0,97.8,綪ゑㄒ禬筁50%,1000货,0.08820779951371205,11259568717
606,2356,19,A+,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,3,3,2.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,4.0,1.0,3.0,2.4,3.6,3.5,3.096,0.0,4.0,3.0,0.0,5.0,3.0,5.0,4.0,3.0,3.0,5.0,5.0,0.0,4.0,B,455705337.0,91.3,綪ゑㄒ禬筁50%,1000货,0.04047271689118641,11259568717
688,6669,19,A,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,2.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0,2.0,4.0,4.0,3.0,1.0,3.4,2.5,2.14,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,3.0,4.0,5.0,5.0,0.0,0.0,C,233599562.0,99.84,綪ゑㄒ禬筁50%,1000货,0.020746759300585386,11259568717
603,2352,19,A+,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3,3,0.0,0.0,1.0,0.0,2.0,0.0,4.0,3.0,4.0,1.0,2.0,4.0,0.0,2.0,1.0,1.0,3.0,1.6,4.8,3.5,3.084,0.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,0.0,4.0,B,171669190.0,80.91,綪ゑㄒ禬筁50%,1000货,0.01524651559173925,11259568717
596,2312,19,A,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2.0,0.0,0.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,0.0,2.0,3.0,1.0,3.0,0.0,4.2,3.5,2.31,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,0.0,4.0,C,163891970.0,99.95,綪ゑㄒ禬筁50%,1000货,0.014555794641809991,11259568717
594,2301,19,A+,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,3,3,2.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,4.0,0.0,2.0,3.0,1.0,3.0,3.2,4.4,3.5,3.608000000000001,3.0,3.0,0.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,0.0,4.0,A,142767434.0,99.5,綪ゑㄒ禬筁50%,1000货,0.012679653864934089,11259568717
613,2377,19,A+,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4,3,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,1.6,3.8,3.5,2.834,0.0,3.0,0.0,0.0,5.0,4.0,5.0,4.0,3.0,3.0,5.0,5.0,0.0,4.0,B-,118929660.0,97.11,綪ゑㄒ禬筁50%,1000货,0.010562541336102581,11259568717
